"iata","name","city","subd","country","lat","lon","iso"
"NCY","Annecy-Haute-Savoie-Mont Blanc Airport","Annecy/Meythet","Auvergne-Rhone-Alpes","France","45.9292","6.09876","FR"
"GNB","Grenoble-Isere Airport","Grenoble/Saint-Geoirs","Auvergne-Rhone-Alpes","France","45.3629","5.32937","FR"
"VAF","Valence-Chabeuil Airport","Valence/Chabeuil","Auvergne-Rhone-Alpes","France","44.9216","4.9699","FR"
"VHY","Vichy-Charmeil Airport","Vichy/Charmeil","Auvergne-Rhone-Alpes","France","46.1697","3.40374","FR"
"AUR","Aurillac Airport","Aurillac","Auvergne-Rhone-Alpes","France","44.8914","2.42194","FR"
"CHR","Chateauroux-Deols Marcel Dassault Airport","Chateauroux/Deols","Centre","France","46.8622","1.73067","FR"
"LYN","Lyon-Bron Airport","Lyon/Bron","Auvergne-Rhone-Alpes","France","45.7272","4.94427","FR"
"QXB","Aix-en-Provence (BA 114) Airport","Lyon","Provence-Alpes-Cote-d'Azur","France","43.5056","5.36778","FR"
"CEQ","Cannes-Mandelieu Airport","Cannes/Mandelieu","Provence-Alpes-Cote-d'Azur","France","43.542","6.95348","FR"
"EBU","Saint-Etienne-Boutheon Airport","Saint-Etienne/Boutheon","Auvergne-Rhone-Alpes","France","45.5406","4.29639","FR"
"CCF","Carcassonne Airport","Carcassonne/Salvaza","Occitanie","France","43.216","2.30632","FR"
"MRS","Marseille Provence Airport","Marseille","Provence-Alpes-Cote-d'Azur","France","43.43927","5.22142","FR"
"NCE","Nice-Cote d'Azur Airport","Nice","Provence-Alpes-Cote-d'Azur","France","43.6584","7.21587","FR"
"PGF","Perpignan-Rivesaltes (Llabanere) Airport","Perpignan/Rivesaltes","Occitanie","France","42.7404","2.87067","FR"
"CTT","Le Castellet Airport","Le Castellet","Provence-Alpes-Cote-d'Azur","France","43.2525","5.78519","FR"
"BAE","Barcelonnette - Saint-Pons Airport","Le Castellet","Provence-Alpes-Cote-d'Azur","France","44.3883","6.61028","FR"
"MPL","Montpellier-Mediterranee Airport","Montpellier/Mediterranee","Occitanie","France","43.5762","3.96301","FR"
"BZR","Beziers-Vias Airport","Beziers/Vias","Occitanie","France","43.3235","3.3539","FR"
"AVN","Avignon-Caumont Airport","Avignon/Caumont","Provence-Alpes-Cote-d'Azur","France","43.9073","4.90183","FR"
"GAT","Gap - Tallard Airport","Avignon","Provence-Alpes-Cote-d'Azur","France","44.455","6.03778","FR"
"MEN","Mende-Brenoux Airport","Mende/Brenoux","Occitanie","France","44.5021","3.53282","FR"
"SCP","Mont-Dauphin - St-Crepin Airport","Mende","Provence-Alpes-Cote-d'Azur","France","44.7017","6.60028","FR"
"BVA","Paris Beauvais Tille Airport","Beauvais/Tille","Hauts-de-France","France","49.4544","2.11278","FR"
"EVX","Evreux-Fauville (BA 105) Air Base","Evreux/Fauville","Normandy","France","49.0287","1.21986","FR"
"LEH","Le Havre Octeville Airport","Le Havre/Octeville","Normandy","France","49.5339","0.08806","FR"
"XCR","Chalons-Vatry Air Base","Chalons/Vatry","Grand Est","France","48.7761","4.18449","FR"
"LSO","Les Sables-d'Olonne Talmont Airport","Les Sables-d'Olonne","Pays-de-la-Loire","France","46.4769","-1.72278","FR"
"URO","Rouen Airport","Rouen/Vallee de Seine","Normandy","France","49.3842","1.1748","FR"
"TUF","Tours-Val-de-Loire Airport","Tours/Val de Loire (Loire Valley)","Centre","France","47.4322","0.72761","FR"
"CET","Cholet Le Pontreau Airport","Cholet/Le Pontreau","Pays-de-la-Loire","France","47.0821","-0.87706","FR"
"LVA","Laval-Entrammes Airport","Laval/Entrammes","Pays-de-la-Loire","France","48.0314","-0.74299","FR"
"ORE","Orleans-Saint-Denis-de-l'Hotel Airport","Orleans/Saint-Denis-de-l'Hotel","Centre","France","47.8969","2.16333","FR"
"LBG","Paris-Le Bourget Airport","Paris","Ile-de-France","France","48.9694","2.44139","FR"
"CSF","Creil Air Base","Creil","Hauts-de-France","France","49.2535","2.51914","FR"
"CDG","Charles de Gaulle International Airport","Paris","Ile-de-France","France","49.0128","2.55","FR"
"TNF","Toussus-le-Noble Airport","Toussus-le-Noble","Ile-de-France","France","48.7519","2.10619","FR"
"ORY","Paris-Orly Airport","Paris","Ile-de-France","France","48.7253","2.35944","FR"
"POX","Pontoise - Cormeilles-en-Vexin Airport","Pontoise","Ile-de-France","France","49.0966","2.04083","FR"
"VIY","Villacoublay-Velizy (BA 107) Air Base","Villacoublay/Velizy","Ile-de-France","France","48.7744","2.20154","FR"
"NVS","Nevers-Fourchambault Airport","Nevers/Fourchambault","Bourgogne-Franche-Comte","France","47.0026","3.11333","FR"
"LIL","Lille-Lesquin Airport","Lille/Lesquin","Hauts-de-France","France","50.5619","3.08944","FR"
"HZB","Merville-Calonne Airport","Merville/Calonne","Hauts-de-France","France","50.6184","2.64224","FR"
"BES","Brest Bretagne Airport","Brest/Guipavas","Brittany","France","48.4479","-4.41854","FR"
"CER","Cherbourg-Maupertus Airport","Cherbourg/Maupertus","Normandy","France","49.6501","-1.47028","FR"
"DNR","Dinard-Pleurtuit-Saint-Malo Airport","Dinard/Pleurtuit/Saint-Malo","Brittany","France","48.5877","-2.07996","FR"
"LBY","La Baule-Escoublac Airport","La Baule-Escoublac","Pays-de-la-Loire","France","47.2894","-2.34639","FR"
"GFR","Granville Airport","Granville","Normandy","France","48.8831","-1.56417","FR"
"DOL","Deauville-Saint-Gatien Airport","Deauville","Normandy","France","49.3653","0.15431","FR"
"LRT","Lorient South Brittany (Bretagne Sud) Airport","Lorient/Lann/Bihoue","Brittany","France","47.7606","-3.44","FR"
"EDM","La Roche-sur-Yon Airport","La Roche-sur-Yon/Les Ajoncs","Pays-de-la-Loire","France","46.7019","-1.37863","FR"
"LDV","Landivisiau Air Base","Landivisiau","Brittany","France","48.5303","-4.15164","FR"
"CFR","Caen-Carpiquet Airport","Caen/Carpiquet","Normandy","France","49.1733","-0.45","FR"
"LME","Le Mans-Arnage Airport","Le Mans/Arnage","Pays-de-la-Loire","France","47.9486","0.20167","FR"
"RNS","Rennes-Saint-Jacques Airport","Rennes/Saint-Jacques","Brittany","France","48.0695","-1.73479","FR"
"LAI","Lannion-Cote de Granit Airport","Lannion","Brittany","France","48.7544","-3.47166","FR"
"UIP","Quimper-Cornouaille Airport","Quimper/Pluguffan","Brittany","France","47.975","-4.16779","FR"
"NTE","Nantes Atlantique Airport","Nantes","Pays-de-la-Loire","France","47.1532","-1.61073","FR"
"SBK","Saint-Brieuc-Armor Airport","Saint-Brieuc/Armor","Brittany","France","48.5378","-2.85444","FR"
"MXN","Morlaix-Ploujean Airport","Morlaix/Ploujean","Brittany","France","48.6032","-3.81578","FR"
"VNE","Vannes-Meucon Airport","Vannes/Meucon","Brittany","France","47.7233","-2.71856","FR"
"SNR","Saint-Nazaire-Montoir Airport","Saint-Nazaire/Montoir","Pays-de-la-Loire","France","47.3122","-2.14918","FR"
"BSL","EuroAirport Basel-Mulhouse-Freiburg Airport","Bale/Mulhouse","Grand Est","France","47.5896","7.52991","FR"
"DIJ","Dijon-Bourgogne Airport","Dijon/Longvic","Bourgogne-Franche-Comte","France","47.2689","5.09","FR"
"MZM","Metz-Frescaty (BA 128) Air Base","Metz/Frescaty","Grand Est","France","49.0717","6.13167","FR"
"EPL","Epinal-Mirecourt Airport","Epinal/Mirecourt","Grand Est","France","48.325","6.06998","FR"
"BVE","Brive Souillac Airport","Limousin","Nouvelle-Aquitaine","France","45.03967","1.4855","FR"
"ENC","Nancy-Essey Airport","Nancy/Essey","Grand Est","France","48.6921","6.23046","FR"
"RHE","Reims-Champagne (BA 112) Airport","Reims/Champagne","Grand Est","France","49.31","4.05","FR"
"SXB","Strasbourg Airport","Strasbourg","Grand Est","France","48.5383","7.62823","FR"
"VTL","Vittel Champ De Course Airport","Luxeuil","Grand Est","France","48.2239","5.93528","FR"
"TLN","Toulon-Hyeres Airport","Toulon/Hyeres/Le Palyvestre","Provence-Alpes-Cote-d'Azur","France","43.0973","6.14603","FR"
"FNI","Nimes-Arles-Camargue Airport","Nimes/Garons","Occitanie","France","43.7574","4.41635","FR"
"LTT","La Mole Airport","La Mole","Provence-Alpes-Cote-d'Azur","France","43.2054","6.482","FR"
"MQC","Miquelon Airport","Miquelon","Miquelon-Langlade","Saint Pierre and Miquelon","47.0955","-56.3803","PM"
"FSP","St Pierre Airport","Saint-Pierre","","Saint Pierre and Miquelon","46.7629","-56.1731","PM"
"PYR","Andravida Airport","Andravida","West Greece","Greece","37.9207","21.2926","GR"
"AGQ","Agrinion Airport","Agrinion","West Greece","Greece","38.602","21.3512","GR"
"AXD","Dimokritos Airport","Alexandroupolis","East Macedonia and Thrace","Greece","40.8559","25.9563","GR"
"HEW","Athen Helenikon Airport","Athens","Attica","Greece","37.8933","23.7261","GR"
"ATH","Eleftherios Venizelos International Airport","Athens","Attica","Greece","37.9364","23.9445","GR"
"VOL","Nea Anchialos Airport","Nea Anchialos","Thessaly","Greece","39.2196","22.7943","GR"
"JKH","Chios Island National Airport","Chios Island","North Aegean","Greece","38.3432","26.1406","GR"
"PKH","Porto Cheli Airport","Porto Cheli","Peloponnese","Greece","37.2975","23.1478","GR"
"JIK","Ikaria Airport","Ikaria Island","North Aegean","Greece","37.6827","26.3471","GR"
"IOA","Ioannina Airport","Ioannina","Epirus","Greece","39.6964","20.8225","GR"
"HER","Heraklion International Nikos Kazantzakis Airport","Heraklion","Crete","Greece","35.3397","25.1803","GR"
"KSO","Kastoria National Airport","Kastoria","West Macedonia","Greece","40.4463","21.2822","GR"
"KIT","Kithira Airport","Kithira Island","Attica","Greece","36.2743","23.017","GR"
"EFL","Kefallinia Airport","Kefallinia Island","Ionian-Islands","Greece","38.1201","20.5005","GR"
"KZS","Kastelorizo Airport","Kastelorizo Island","South Aegean","Greece","36.1417","29.5764","GR"
"KLX","Kalamata Airport","Kalamata","Peloponnese","Greece","37.0683","22.0255","GR"
"KGS","Kos Airport","Kos Island","South Aegean","Greece","36.7933","27.0917","GR"
"AOK","Karpathos Airport","Karpathos Island","South Aegean","Greece","35.4214","27.146","GR"
"CFU","Ioannis Kapodistrias International Airport","Kerkyra Island","Ionian-Islands","Greece","39.6019","19.9117","GR"
"KSJ","Kasos Airport","Kasos Island","South Aegean","Greece","35.4214","26.91","GR"
"KVA","Alexander the Great International Airport","Kavala","East Macedonia and Thrace","Greece","40.9133","24.6192","GR"
"JKL","Kalymnos Airport","Kalymnos Island","South Aegean","Greece","36.9633","26.9406","GR"
"KZI","Filippos Airport","Kozani","West Macedonia","Greece","40.2861","21.8408","GR"
"LRS","Leros Airport","Leros Island","South Aegean","Greece","37.1849","26.8003","GR"
"LXS","Limnos Airport","Limnos Island","North Aegean","Greece","39.9171","25.2363","GR"
"LRA","Larisa Airport","Larisa","Thessaly","Greece","39.65628","22.34","GR"
"JMK","Mikonos Airport","Mykonos Island","South Aegean","Greece","37.4351","25.3481","GR"
"MLO","Milos Airport","Milos Island","South Aegean","Greece","36.6969","24.4769","GR"
"MJT","Mytilene International Airport","Mytilene","North Aegean","Greece","39.0567","26.5983","GR"
"JNX","Naxos Airport","Naxos Island","South Aegean","Greece","37.0811","25.3681","GR"
"PAS","Paros Airport","Paros Island","South Aegean","Greece","37.0103","25.1281","GR"
"JTY","Astypalaia Airport","Astypalaia Island","South Aegean","Greece","36.5799","26.3758","GR"
"PVK","Aktion National Airport","Preveza/Lefkada","West Greece","Greece","38.9255","20.7653","GR"
"RHO","Diagoras Airport","Rodes Island","South Aegean","Greece","36.4054","28.0862","GR"
"GPA","Araxos Airport","Patras","West Greece","Greece","38.1511","21.4256","GR"
"CHQ","Chania International Airport","Souda","Crete","Greece","35.5317","24.1497","GR"
"JSI","Skiathos Island National Airport","Skiathos","Thessaly","Greece","39.1771","23.5037","GR"
"SMI","Samos Airport","Samos Island","North Aegean","Greece","37.69","26.9117","GR"
"JSY","Syros Airport","Syros Island","South Aegean","Greece","37.4228","24.9509","GR"
"SPJ","Sparti Airport","Sparti","Peloponnese","Greece","36.9739","22.5263","GR"
"JTR","Santorini Airport","Santorini Island","South Aegean","Greece","36.3992","25.4793","GR"
"JSH","Sitia Airport","Crete Island","Crete","Greece","35.2161","26.1013","GR"
"SKU","Skiros Airport","Skiros Island","Central Greece","Greece","38.9676","24.4872","GR"
"SKG","Thessaloniki Macedonia International Airport","Thessaloniki","Central Macedonia","Greece","40.5197","22.9709","GR"
"ZTH","Dionysios Solomos Airport","Zakynthos Island","Ionian-Islands","Greece","37.7509","20.8843","GR"
"BUD","Budapest Ferenc Liszt International Airport","Budapest","Budapest","Hungary","47.4369","19.2556","HU"
"DEB","Debrecen International Airport","Debrecen","Hajdu-Bihar","Hungary","47.4889","21.6153","HU"
"MCQ","Miskolc Airport","Miskolc","Borsod-Abauj-Zemplen","Hungary","48.1369","20.7914","HU"
"PEV","Pecs-Pogany Airport","Pecs-Pogany","Baranya","Hungary","45.9909","18.241","HU"
"QGY","Gyor-Per International Airport","Gyor","Gyor-Moson-Sopron","Hungary","47.6244","17.8136","HU"
"SOB","Sarmellek International Airport","Sarmellek","Zala","Hungary","46.6864","17.1591","HU"
"TZR","Taszar Air Base","Taszar","Somogy","Hungary","46.3931","17.9175","HU"
"QZD","Szeged Glider Airport","Szeged","Csongrad","Hungary","46.2469","20.0908","HU"
"QAQ","L'Aquila / Preturo Airport","L'Aquila","Abruzzo","Italy","42.3799","13.3092","IT"
"CRV","Crotone Airport","Crotone","Calabria","Italy","38.9972","17.0802","IT"
"BRI","Bari / Palese International Airport","Bari","Apulia","Italy","41.1389","16.7606","IT"
"FOG","Foggia / Gino Lisa Airport","Foggia","Apulia","Italy","41.4329","15.535","IT"
"TAR","Taranto / Grottaglie Airport","Grottaglie","Apulia","Italy","40.5175","17.4032","IT"
"LCC","Lecce Airport","","Apulia","Italy","40.2392","18.1333","IT"
"PSR","Pescara International Airport","Pescara","Abruzzo","Italy","42.4317","14.1811","IT"
"BDS","Brindisi / Casale Airport","Brindisi","Apulia","Italy","40.6576","17.947","IT"
"SUF","Lamezia Terme Airport","Lamezia Terme","Calabria","Italy","38.9054","16.2423","IT"
"CIY","Comiso Airport Vincenzo Magliocco","Comiso","Sicily","Italy","36.9946","14.60718","IT"
"CTA","Catania / Fontanarossa Airport","Catania","Sicily","Italy","37.4668","15.0664","IT"
"LMP","Lampedusa Airport","Lampedusa","Sicily","Italy","35.4979","12.6181","IT"
"PNL","Pantelleria Airport","Pantelleria","Sicily","Italy","36.8165","11.9689","IT"
"PMO","Palermo / Punta Raisi Airport","Palermo","Sicily","Italy","38.176","13.091","IT"
"REG","Reggio Calabria Airport","Reggio Calabria","Calabria","Italy","38.0712","15.6516","IT"
"TPS","Trapani / Birgi Airport","Trapani","Sicily","Italy","37.9114","12.488","IT"
"NSY","Sigonella Airport","","Sicily","Italy","37.4017","14.9224","IT"
"BLX","Belluno Airport","Belluno","Veneto","Italy","46.1675","12.2479","IT"
"RAN","Ravenna Airport","Ravenna","Emilia Romagna","Italy","44.3643","12.2249","IT"
"AHO","Alghero / Fertilia Airport","Alghero","Sardinia","Italy","40.6321","8.29077","IT"
"DCI","Decimomannu Airport","Decimomannu","Sardinia","Italy","39.3542","8.97248","IT"
"CAG","Cagliari / Elmas Airport","Cagliari","Sardinia","Italy","39.2515","9.05428","IT"
"OLB","Olbia / Costa Smeralda Airport","Olbia","Sardinia","Italy","40.8987","9.51763","IT"
"FNU","Oristano / Fenosu Airport","Oristano","Sardinia","Italy","39.8943","8.6404","IT"
"TTB","Tortoli' / Arbatax Airport","Arbatax","Sardinia","Italy","39.9188","9.68298","IT"
"MXP","Malpensa International Airport","Milan","Lombardy","Italy","45.6306","8.72811","IT"
"BGY","Bergamo / Orio Al Serio Airport","Bergamo","Lombardy","Italy","45.6739","9.70417","IT"
"TRN","Torino / Caselle International Airport","Torino","Piedmont","Italy","45.2008","7.64963","IT"
"ALL","Villanova D'Albenga International Airport","Albenga","Liguria","Italy","44.0506","8.12743","IT"
"GOA","Genova / Sestri Cristoforo Colombo Airport","Genova","Liguria","Italy","44.4133","8.8375","IT"
